11,2,AAB,998.494
11,3,PBP,842.201
11,4,FRI,536.871
11,5,CAC,1196.89
11,6,ESE,1061.02
11,7,LFL,2095.6
12,1,DEL,0
12,2,PLP,1006.08
12,3,CON,987.361
12,4,POP,1715.58
12,5,URJ,2504.54
12,6,MCM,1134.53
12,7,ILL,872.312
12,8,HDM,1111.91
12,9,MMM,1354.4
12,10,LLO,2875.6
12,11,HDF,2400.95
12,12,PAU,945.069
12,13,FCF,756.527
12,14,QES,1223.83
12,15,RYB,2823.12
12,16,NAO,1169.41
12,17,ADM,1257.48
12,18,GCG,1141.23
12,19,JDL,1122.76
12,20,CAR,1415.55
12,21,STL,1050.91
12,22,EBE,1220.02
12,23,LAR,1350.22
12,24,JBJ,1186.52
12,25,AEO,1178.77
12,26,HSO,992.414
12,27,LCL,942.565
12,28,SNS,966.472
13,1,PÓP,0
13,2,PPP,1079.87
14,1,PDC,0
14,2,FDL,653.794
14,3,VDC,380.308
14,4,IOS,730.582
14,5,LDV,483.224
14,6,BIB,703.451
14,7,MTM,511.914
14,8,LAE,1163.66
14,9,LTL,539.084
15,1,CJC,0
15,2,OEL,894.909
15,3,OLS,670.7
15,4,PAD,490.966
15,5,SSS,760.806
15,6,MOU,757.797
15,7,POO,700.804
15,8,BBÉ,962.096
15,9,DCD,601.513
15,10,CDS,601.845
15,11,NAE,752.949
15,12,BRN,701.962
15,13,ÓNC,649.215
16,1,CJC,0
16,2,IIE,873.933
16,3,JIJ,597.118
16,4,DDC,532.039
16,5,COA,822.938
16,6,REE,1221.53
16,7,TRP,1777.73
16,8,VNT,503.294
16,9,SIN,902.107
16,10,CNI,1551.64
16,11,FDB,1617.41
16,12,BCB,639.033
16,13,UOD,564.047
16,14,SXS,643.449
16,15,IDL,455.599
16,16,PDB,634.419
