#Code,Name,Lat,Lon,SourceURL
LEL,La Elipa,40.4266173,-3.6505221,https://en.wikipedia.org/wiki/La_Elipa_(Madrid_Metro)
ADG,Avenida de Guadalajara,40.4223943,-3.6120645,https://en.wikipedia.org/wiki/Avenida_de_Guadalajara_(Madrid_Metro)
VNT,Ventorro del Cano,40.3942037,-3.8381129,https://en.wikipedia.org/wiki/Ventorro_del_Cano_(Madrid_Metro)
SBS,San Bernardo,40.4297496,-3.7057433,https://en.wikipedia.org/wiki/San_Bernardo_(Madrid_Metro)
JDL,Juan de la Cierva,40.311803,-3.7222451,https://en.wikipedia.org/wiki/Juan_de_la_Cierva_(Madrid_Metro)
ILL,Pradillo,40.3216815,-3.8648885,https://en.wikipedia.org/wiki/Pradillo_(Madrid_Metro)
CCU,Cuzco,40.4584259,-3.6898554,https://en.wikipedia.org/wiki/Cuzco_(Madrid_Metro)
MPM,Menéndez Pelayo,40.404451,-3.6809847,https://en.wikipedia.org/wiki/Men%C3%A9ndez_Pelayo_(Madrid_Metro)
DAA,Coslada Central,40.4237329,-3.5611868,https://en.wikipedia.org/wiki/Coslada_Central_(Madrid_Metro)
ADL,Avenida de la Paz,40.453539,-3.661183,https://en.wikipedia.org/wiki/Avenida_de_la_Paz_(Madrid_Metro)
ADM,Alonso de Mendoza,40.3008112,-3.7366366,https://en.wikipedia.org/wiki/Alonso_de_Mendoza_(Madrid_Metro)
MAE,La Moraleja,40.5319526,-3.6355634,https://en.wikipedia.org/wiki/La_Moraleja_(Madrid_Metro)
OÓN,Colón,40.4254188,-3.6910038,https://en.wikipedia.org/wiki/Col%C3%B3n_(Madrid_Metro)
LGL,La Gavia,40.3692237,-3.6125821,https://en.wikipedia.org/wiki/La_Gavia_(Madrid_Metro)
FDB,Ferial del Boradilla,40.4019606,-3.879383,https://en.wikipedia.org/wiki/Ferial_del_Boradilla_(Madrid_Metro)
LGN,Laguna,40.399176,-3.7442212,https://en.wikipedia.org/wiki/Laguna_(Madrid_Metro)
ADO,Alameda de Osuna,40.457792,-3.587523,https://en.wikipedia.org/wiki/Alameda_de_Osuna_(Madrid_Metro)
SDS,Santo Domingo,40.4213164,-3.7079598,https://en.wikipedia.org/wiki/Santo_Domingo_(Madrid_Metro)
GMG,Gregorio Marañón,40.4382539,-3.6914888,https://en.wikipedia.org/wiki/Gregorio_Mara%C3%B1%C3%B3n_(Madrid_Metro)
VVA,Valdeacederas,40.4644218,-3.6950594,https://en.wikipedia.org/wiki/Valdeacederas_(Madrid_Metro)
ADR,Arganda del Rey,40.3036662,-3.447521,https://en.wikipedia.org/wiki/Arganda_del_Rey_(Madrid_Metro)
RNO,Serrano,40.4254357,-3.6866306,https://en.wikipedia.org/wiki/Serrano_(Madrid_Metro)
TOT,Tres Olivos,40.5012042,-3.6952016,https://en.wikipedia.org/wiki/Tres_Olivos_(Madrid_Metro)
JJA,Jarama,40.4229543,-3.5254977,https://en.wikipedia.org/wiki/Jarama_(Madrid_Metro)
DCD,Dos Castillas,40.4325346,-3.801616,https://en.wikipedia.org/wiki/Dos_Castillas_(Madrid_Metro)
VVE,Ventas,40.4308851,-3.6636615,https://en.wikipedia.org/wiki/Ventas_(Madrid_Metro)
SFS,San Fermín-Orcasur,40.3699938,-3.6941721,https://en.wikipedia.org/wiki/San_Ferm%C3%ADn-Orcasur_(Madrid_Metro)
RRE,Retiro,40.4203029,-3.6862484,https://en.wikipedia.org/wiki/Retiro_(Madrid_Metro)
BBA,Bambú,40.4768117,-3.6763701,https://en.wikipedia.org/wiki/Bamb%C3%BA_(Madrid_Metro)
ODL,Conde de Casal,40.4069722,-3.6704034,https://en.wikipedia.org/wiki/Conde_de_Casal_(Madrid_Metro)
MTM,María Tudor,40.4971648,-3.6588846,https://en.wikipedia.org/wiki/Mar%C3%ADa_Tudor_(Madrid_Metro)
VRV,Ventura Rodríguez,40.4270848,-3.7134076,https://en.wikipedia.org/wiki/Ventura_Rodr%C3%ADguez_(Madrid_Metro)
FDL,Fuente de la Mora,40.4846851,-3.6631068,https://en.wikipedia.org/wiki/Fuente_de_la_Mora_(Madrid_Metro)
VVI,Vinateros,40.4102443,-3.6527335,https://en.wikipedia.org/wiki/Vinateros_(Madrid_Metro)
QES,Parque de los Estados,40.2868401,-3.7869774,https://en.wikipedia.org/wiki/Parque_de_los_Estados_(Madrid_Metro)
BBE,Begoña,40.4804137,-3.6858447,https://en.wikipedia.org/wiki/Bego%C3%B1a_(Madrid_Metro)
FDM,Feria de Madrid,40.4638952,-3.6162032,https://en.wikipedia.org/wiki/Feria_de_Madrid_(Madrid_Metro)
MCM,Móstoles Central,40.3287197,-3.8633785,https://en.wikipedia.org/wiki/M%C3%B3stoles_Central_(Madrid_Metro)
VAV,Villaverde Alto,40.34163,-3.712478,https://en.wikipedia.org/wiki/Villaverde_Alto_(Madrid_Metro)
POO,Pozuelo Oeste,40.4230733,-3.8044744,https://en.wikipedia.org/wiki/Pozuelo_Oeste_(Madrid_Metro)
POP,Parque Oeste,40.3458961,-3.849337,https://en.wikipedia.org/wiki/Parque_Oeste_(Madrid_Metro)
BBI,Bilbao,40.4290543,-3.7021816,https://en.wikipedia.org/wiki/Bilbao_(Madrid_Metro)
UOD,Nuevo Mundo,40.4056417,-3.8857593,https://en.wikipedia.org/wiki/Nuevo_Mundo_(Madrid_Metro)
VVO,Vicálvaro,40.4042126,-3.6088599,https://en.wikipedia.org/wiki/Vic%C3%A1lvaro_(Madrid_Metro)
TSR,Arturo Soria,40.4558288,-3.6561813,https://en.wikipedia.org/wiki/Arturo_Soria_(Madrid_Metro)
COA,Cocheras,40.3968792,-3.8038565,https://en.wikipedia.org/wiki/Cocheras_(Madrid_Metro)
NNN,Nueva Numancia,40.3955396,-3.6641393,https://en.wikipedia.org/wiki/Nueva_Numancia_(Madrid_Metro)
ALE,Almendrales,40.3840978,-3.6978863,https://en.wikipedia.org/wiki/Almendrales_(Madrid_Metro)
NNO,Noviciado,40.4248706,-3.7074324,https://en.wikipedia.org/wiki/Plaza_de_Espa%C3%B1a-Noviciado_(Madrid_Metro)
BDE,Banco de España,40.4190564,-3.6949689,https://en.wikipedia.org/wiki/Banco_de_Espa%C3%B1a_(Madrid_Metro)
LML,Las Musas,40.432984,-3.6078807,https://en.wikipedia.org/wiki/Las_Musas_(Madrid_Metro)
RRR,Ríos Rosas,40.4419664,-3.7012714,https://en.wikipedia.org/wiki/R%C3%ADos_Rosas_(Madrid_Metro)
DEL,Puerta del Sur,40.3452443,-3.8121102,https://en.wikipedia.org/wiki/Puerta_del_Sur_(Madrid_Metro)
